Review Title,Rating,Review Body,Review Date,cleaned_body,Sentiment
No title,No rating,"We set up multiple computing servers to run heavy video processing algorithms essentially continuously everyday - to make a long story short, we liked how fast this ran compared to the i7-11th gen we had from before.The surprising thing is one day among 8 essentially identical machines, we noticed one desktop that seemed much hotter than the others.  We hooked up measurement of power draw and temperature readings of the CPUs and was shocked that this one was drawing 450W as others were showing < 200W.  And temperature went up to 100C while the others were at 70C.One system had a glitch where if you ran python and import numpy, it would reboot.  We determined the problem was that PSU only supported +12V rail at 20A.  We switched to a 600W PSU that supports +12V @50A and it worked flawlessly.  So watch out that your PSU supplies sufficient amps at +12V.Ordered a replacement, replacement brand new would not boot up.  We swapped back old CPU from, and it boots up but runs hot again.  This one we had to reduce workload to 75% of other systems to cool it down.So 2 out of 10 desktops are defective  This is a huge surprise.  These systems had no GPU, only motherboard, 64GB of DDR5, and an SSD.  Has anyone else seen this?",31 May 2024,"set multiple computing servers run heavy video processing algorithms essentially continuously everyday - make long story short , liked fast ran compared i7-11th gen before.The surprising thing one day among 8 essentially identical machines , noticed one desktop seemed much hotter others . hooked measurement power draw temperature readings CPUs shocked one drawing 450W others showing < 200W . temperature went 100C others 70C.One system glitch ran python import numpy , would reboot . determined problem PSU supported +12V rail 20A . switched 600W PSU supports +12V @ 50A worked flawlessly . watch PSU supplies sufficient amps +12V.Ordered replacement , replacement brand new would boot . swapped back old CPU , boots runs hot . one reduce workload 75 % systems cool down.So 2 10 desktops defective huge surprise . systems GPU , motherboard , 64GB DDR5 , SSD . anyone else seen ?",Positive
No title,No rating,"I saved up for years to upgrade my PC, which I built from scratch to use for streaming. After a couple of months of using this new chip, I started getting constant game/system crashing whenever playing Destiny 2, or Fortnite. Basically has put my livestreaming/content creation job on hold, because of the constant crashing. Here are my specs...MOBO: ASUS Prime Z790-A WiFi 6ECPU: Intel Core i9-13900KGPU: XFX Speedster MERC310 AMD Radeon RX 7900XTRAM: 128GB Corsair Vengeance DDR5 RAM",30 May 2024,"saved years upgrade PC , built scratch use streaming . couple months using new chip , started getting constant game/system crashing whenever playing Destiny 2 , Fortnite . Basically put livestreaming/content creation job hold , constant crashing . specs ... MOBO : ASUS Prime Z790-A WiFi 6ECPU : Intel Core i9-13900KGPU : XFX Speedster MERC310 AMD Radeon RX 7900XTRAM : 128GB Corsair Vengeance DDR5 RAM",Competition Sentiment
No title,No rating,"So, first thing's first. This is a genuinely powerful CPU that's been able to handle basically every task that I've thrown at it. It runs demanding tasks like encoding and gaming with ease.Now with that out of the way; Thermals. This thing gets hot, and I mean REALLY hot. If you're going with air cooling I strongly recommend a double tower, six/eight pipe Air cooler like the Corsair A115 or a Cooler Master MA824. If you are going the AIO route, anything LESS than a 360mm AIO will under perform. For that, go with any 360mm AIO from any brand of your choice. If you have the space, go with a 420mm AIO for the best results.Finally, there has been recent reports of CPU degradation and instability when using this CPU. I am using this with an asus ROG STRIX Z790-H motherboard and it basically JUICED the CPU like no tomorrow until I applied intel's Power settings for this CPU. This likely is the cause of the degradation. Be sure to check intel's website for recommended power settings. Also check your motherboard vendor for any bios updates as Intel has confirmed that many motherboard vendors are running the i9 13900k CPU out of intel's specifications.In conclusion here's my personal experience: The CPU functions, but I can not use Asus' AI Overclocking feature as I get a BSOD with the CLOCK_WATCHDOG_TIMEOUT error and apps will randomly crash. You probably shouldn't use any AI assisted overclocking feature if you can help it. Even running this at stock, there is still a substantial amount of performance in this CPU. If you have an older rig and are looking to upgrade your CPU, I would just wait for Meteorlake or just go with AMD.Final note: I am not using a contact frame on my motherboard for my CPU.",26 May 2024,", first thing 's first . genuinely powerful CPU 's able handle basically every task 've thrown . runs demanding tasks like encoding gaming ease.Now way ; Thermals . thing gets hot , mean REALLY hot . 're going air cooling strongly recommend double tower , six/eight pipe Air cooler like Corsair A115 Cooler Master MA824 . going AIO route , anything LESS 360mm AIO perform . , go 360mm AIO brand choice . space , go 420mm AIO best results.Finally , recent reports CPU degradation instability using CPU . using asus ROG STRIX Z790-H motherboard basically JUICED CPU like tomorrow applied intel 's Power settings CPU . likely cause degradation . sure check intel 's website recommended power settings . Also check motherboard vendor bios updates Intel confirmed many motherboard vendors running i9 13900k CPU intel 's specifications.In conclusion 's personal experience : CPU functions , use Asus ' AI Overclocking feature get BSOD CLOCK_WATCHDOG_TIMEOUT error apps randomly crash . probably n't use AI assisted overclocking feature help . Even running stock , still substantial amount performance CPU . older rig looking upgrade CPU , would wait Meteorlake go AMD.Final note : using contact frame motherboard CPU .",Competition Sentiment
No title,No rating,In my opinion it is the best processor to gamer ...,22 May 2024,opinion best processor gamer ...,Positive
No title,No rating,"I’m running a 360 AIO, under volted. Idle temp 25°C Underload it doesn’t get above 60c. Renders out projects really fast.",16 May 2024,"’ running 360 AIO , volted . Idle temp 25°C Underload ’ get 60c . Renders projects really fast .",Neutral
No title,No rating,nan,13 May 2024,,Neutral
No title,No rating,It's not Amazon's issue but the processor I bought is faulty. I'm experiencing crashes while playing games. It's so annoying and so time-consuming. I had so many stressful moments because of this.,13 May 2024,'s Amazon 's issue processor bought faulty . 'm experiencing crashes playing games . 's annoying time-consuming . many stressful moments .,Negative
No title,No rating,I have this CPU still because I spent a bunch of money on it. It over heats and overclocks itself. Not stable even after I undervolted and overclocked it. I messed with my bios too to try and help it also got a AIO cooler and new case for it. Nothing works terrible purchase and it has been too long for my protection plan it ran out its a big shame.,11 May 2024,CPU still spent bunch money . heats overclocks . stable even undervolted overclocked . messed bios try help also got AIO cooler new case . Nothing works terrible purchase long protection plan ran big shame .,Negative
No title,No rating,The box was open and tried the cpu not booting and no display,7 May 2024,box open tried cpu booting display,Positive
No title,No rating,"I love it, works great. I paired this with 128GB using G.SKILL Ripjaws S5 Series (Intel XMP 3.0) DDR5 RAM 64GB (2x32GB) 5600MT/s CL28-34-34-89 1.35V Desktop Computer Memory UDIMM - Matte Black (F5-5600J2834F32GX2-RS5K), this is the fasted 5600 MT/s DDR5 I could find on Amazon at the time of purchase and I specifically chose the 5600 MT/s because as it is advertised on Intel's website for the i9-13900k. It works really good, very very fast, and can ***multi task heavy software like they're nothing*** and with a push pull AIO it averages around 28*C and when I'm gaming it stays around 50-40*C with graphics maxed out. Much love and gratitude to Intel! This works great with gaming and also data science, which work is the main reason I bought this. I also used the Thermal Grizzly - KryoSheet (38x38x0,2mm) for this as well so I don't have to worry about paste drying up on my i9 <3 and lemmy tell you it fits PERFECTLY and pairs well with a CPU contact frame too, and after almost half a year I've yet to have any problems, only good results.",3 May 2024,"love , works great . paired 128GB using G.SKILL Ripjaws S5 Series ( Intel XMP 3.0 ) DDR5 RAM 64GB ( 2x32GB ) 5600MT/s CL28-34-34-89 1.35V Desktop Computer Memory UDIMM - Matte Black ( F5-5600J2834F32GX2-RS5K ) , fasted 5600 MT/s DDR5 could find Amazon time purchase specifically chose 5600 MT/s advertised Intel 's website i9-13900k . works really good , fast , * * * multi task heavy software like 're nothing * * * push pull AIO averages around 28 * C 'm gaming stays around 50-40 * C graphics maxed . Much love gratitude Intel ! works great gaming also data science , work main reason bought . also used Thermal Grizzly - KryoSheet ( 38x38x0,2mm ) well n't worry paste drying i9 < 3 lemmy tell fits PERFECTLY pairs well CPU contact frame , almost half year 've yet problems , good results .",Positive
No title,No rating,"My first review ever. Intel has finally acknowledged this issue, search ""Regarding Reports of 13th/14th Gen Unlocked Desktop Users Experiencing Stability Issues"" on google.For me, worked great for about a month, then slowly started experiencing stability issues. Games would crash and get an occasional blue screen. After about 6 months, there were noticeable stability issues, with many games unable to boot past main menu, causing blue screen on launch, or experiencing frequent crashes. Friends in separate friend groups would always comment on my computer issues, showing bugs and crashes that have no apparent causes.After a year, my PC can only run super smash brothers melee with stability and even chrome tabs are crashing now. Discord has to be run on chrome because the app crashes every 10 seconds, I can't play any games. I had dedicated tens of hours into investigating only to realize it's been the CPU all along. I also had to upgrade my motherboard to accommodate this CPU and now I have to investigate if this CPU has caused irreparable damage to the motherboard. I expect Intel will be facing heavy financial losses due to influx of warranties as the issues become more and more public.Please look up ""Intel 13th and 14th Gen stability"" for more info, or ""Intel Raptor Lake stability"" on Google for further cases. Unacceptable for a company worth over $100B to push out a product like this.",21 April 2024,"first review ever . Intel finally acknowledged issue , search `` Regarding Reports 13th/14th Gen Unlocked Desktop Users Experiencing Stability Issues '' google.For , worked great month , slowly started experiencing stability issues . Games would crash get occasional blue screen . 6 months , noticeable stability issues , many games unable boot past main menu , causing blue screen launch , experiencing frequent crashes . Friends separate friend groups would always comment computer issues , showing bugs crashes apparent causes.After year , PC run super smash brothers melee stability even chrome tabs crashing . Discord run chrome app crashes every 10 seconds , ca n't play games . dedicated tens hours investigating realize 's CPU along . also upgrade motherboard accommodate CPU investigate CPU caused irreparable damage motherboard . expect Intel facing heavy financial losses due influx warranties issues become public.Please look `` Intel 13th 14th Gen stability '' info , `` Intel Raptor Lake stability '' Google cases . Unacceptable company worth $ 100B push product like .",Future Expectations
No title,No rating,"I could not get a signal to o my monitor from my new computer build. Finally took entire computer to professional computer repair shop and it was determined that the brand new Intel CPU chip was D.O.A. Because it took me 31 days to learn how to assemble a computer by watching YouTube videos and then get it diagnosed by a computer shop, I had to eat the cost of this worthless chip. There is no excuse to have such bad quality control on such an expensive item.",15 April 2024,"could get signal monitor new computer build . Finally took entire computer professional computer repair shop determined brand new Intel CPU chip D.O.A . took 31 days learn assemble computer watching YouTube videos get diagnosed computer shop , eat cost worthless chip . excuse bad quality control expensive item .",Negative
No title,No rating,It arrived earlier than planned and was saved!,15 April 2024,arrived earlier planned saved !,Positive
No title,No rating,CPU caused blue screen issues non-stop,9 April 2024,CPU caused blue screen issues non-stop,Neutral
No title,No rating,The media could not be loaded.,9 April 2024,media could loaded .,Neutral
No title,No rating,"Today Intel's flagship, without rival.TOP!",8 April 2024,"Today Intel 's flagship , without rival.TOP !",Competition Sentiment
No title,No rating,quality go on!,24 March 2024,quality go !,Neutral
No title,No rating,"Got it for my gaming machines, but all my games crashes when trying to play.",22 March 2024,"Got gaming machines , games crashes trying play .",Positive
No title,No rating,"This thing is a beast. I don't even need to overclock it. It's amazing how fast it can actually do everything I throw at it. 3D rendering, zipping folders, Unreal Engine 5.0 works, installing big softwares..anything. Add a liquid cooling system and this thing will do anything you ask it to without problems.",14 March 2024,"thing beast . n't even need overclock . 's amazing fast actually everything throw . 3D rendering , zipping folders , Unreal Engine 5.0 works , installing big softwares .. anything . Add liquid cooling system thing anything ask without problems .",Positive
No title,No rating,"I purchased this CPU bundled with the ASUS TUF Gaming Z790-Plus WiFi motherboard. That started me chasing my tail for 3 weeks. I ended up soliciting the help of Geek Squad as they had the spares needed to make a proper evaluation. After 5 motherboards (2 manufacturers) and 4 i9-13900K CPU's. We finally found a winner. According to Geek Squads' advanced support, Intel has had a recent production problem with this CPU. They say it's not uncommon to go through 4 or 5 CPU's before finding a good one. Well I saw it with my own eyes. Intel has always had such a good reputation I was reluctant to reach that conclusion. But apparently this is the case. I understand that previous generations are not affected.",13 March 2024,"purchased CPU bundled ASUS TUF Gaming Z790-Plus WiFi motherboard . started chasing tail 3 weeks . ended soliciting help Geek Squad spares needed make proper evaluation . 5 motherboards ( 2 manufacturers ) 4 i9-13900K CPU 's . finally found winner . According Geek Squads ' advanced support , Intel recent production problem CPU . say 's uncommon go 4 5 CPU 's finding good one . Well saw eyes . Intel always good reputation reluctant reach conclusion . apparently case . understand previous generations affected .",Positive
No title,No rating,EXCELLENT PRODUCT,2 March 2024,EXCELLENT PRODUCT,Positive
No title,No rating,"Worked fine for 4 months then it started crashing and freezing.  It destroyed the OS kernel and the OS had to be reinstalled.  I finally had to take it to a local computer repair place and $400 later in attempts to diagnose all of the components and fix it, it turns out that this cpu won't work properly with c-states enabled.  C-States tells it to stop sending power to cores when they aren't in use.  This means my computer won't be able to go to sleep or hibernate.  It's either on or off.  They suggested I get the cpu replaced but of course, its past the exchange time.",29 February 2024,"Worked fine 4 months started crashing freezing . destroyed OS kernel OS reinstalled . finally take local computer repair place $ 400 later attempts diagnose components fix , turns cpu wo n't work properly c-states enabled . C-States tells stop sending power cores n't use . means computer wo n't able go sleep hibernate . 's either . suggested get cpu replaced course , past exchange time .",Negative
No title,No rating,"I bought an identical 1 year ago and he worked very well until a month ago. For I don't know what reason he stopped working and I had to replace it. For the moment, this one works well. Hoping that it will last last more than a year this time. I only been unlucky or is there a problem with this CPU ??????",20 February 2024,"bought identical 1 year ago worked well month ago . n't know reason stopped working replace . moment , one works well . Hoping last last year time . unlucky problem CPU ? ? ? ? ? ?",Positive
No title,No rating,"The media could not be loaded.




Very gooood",18 February 2024,media could loaded . gooood,Neutral
No title,No rating,this is a beast of a CPU this thing destroys anything you can throw at it.can download surf the netwhile gaming and it doesnt bat a eye.and she runs much cooler than the tubers are showingturn your volts to 1.37v and done. Amazing power !!!,16 February 2024,beast CPU thing destroys anything throw it.can download surf netwhile gaming doesnt bat eye.and runs much cooler tubers showingturn volts 1.37v done . Amazing power ! ! !,Positive
No title,No rating,the delivery went well and arrived on time. the product conforms and meets my needs.,12 February 2024,delivery went well arrived time . product conforms meets needs .,Positive
No title,No rating,Run smoothly and cool.  Great value,7 February 2024,Run smoothly cool . Great value,Positive
No title,No rating,"Installation is easy. It does run a little hot so you need a good cooler. I use a dedicated all-in-one water solution from corsair, and the package temp never exceeds 75.",5 February 2024,"Installation easy . run little hot need good cooler . use dedicated all-in-one water solution corsair , package temp never exceeds 75 .",Positive
No title,No rating,"I did end up returning it because of a motherboard issue. I do have a 12900k, and many other types and they all perform as expected. I would recommend Intel processors to those looking for something for general all around performance. As the 14900k and 13900k are basically the same, I would say get this one unless you can find the 14900k for the same price.",5 February 2024,"end returning motherboard issue . 12900k , many types perform expected . would recommend Intel processors looking something general around performance . 14900k 13900k basically , would say get one unless find 14900k price .",Future Expectations
No title,No rating,I am currently in the process of replacing this cpu since mine is defective. Read the threads and do research into how people have constant issues with these crashing. Upgrade to the 14th gen and skip the chance of a defect.,25 January 2024,currently process replacing cpu since mine defective . Read threads research people constant issues crashing . Upgrade 14th gen skip chance defect .,Negative
No title,No rating,It works as intended. Needed the upgrade.,22 January 2024,works intended . Needed upgrade .,Neutral
No title,No rating,"This CPU unit is a beast, upgraded from a i7 8700k...the improvement was HUGE. Doubled my FPS in WoW, and there is no more lag! Nevertheless, after 6 months of regular use, it started failing...many kernel errors until it finally became useless. I could, somehow, return it to INTEL (from Perú to USA). Great support outside US...but such a complex and expensive unit cannot fail that quickly without heavy usage, at least in my opinion.",29 December 2023,"CPU unit beast , upgraded i7 8700k ... improvement HUGE . Doubled FPS WoW , lag ! Nevertheless , 6 months regular use , started failing ... many kernel errors finally became useless . could , somehow , return INTEL ( Perú USA ) . Great support outside US ... complex expensive unit fail quickly without heavy usage , least opinion .",Positive
No title,No rating,"Took me forever to figure this out, but I can't reach rated speeds on my 13900k due to throttling.SP 111/88 = 103Cooling: 170When the throttle happens, both P-cores and E-cores drop, causing performance hits in normal tasks as well as games. ASUS motherboard at default settings attempts to send extreme amounts of voltage to the CPU (1.4+) in order to reach boost rating (no XMP).This has literally been the most difficult processor to reign in heat I've had to deal with in my 30 years of computing, AMD is starting to look good I guess (which is why I switched to and have remained with intel for 20 years, AMD ran hot back in the day). Apparently even the 14900k's are having issues.It's power hungryIt's hotNot enough surface area to cool appropriately without risking your warrantyLiterally every solution I've seen involves doing things Intel recommends against.Intel: Some help would be appreciated.",26 December 2023,"Took forever figure , ca n't reach rated speeds 13900k due throttling.SP 111/88 = 103Cooling : 170When throttle happens , P-cores E-cores drop , causing performance hits normal tasks well games . ASUS motherboard default settings attempts send extreme amounts voltage CPU ( 1.4+ ) order reach boost rating ( XMP ) .This literally difficult processor reign heat 've deal 30 years computing , AMD starting look good guess ( switched remained intel 20 years , AMD ran hot back day ) . Apparently even 14900k 's issues.It 's power hungryIt 's hotNot enough surface area cool appropriately without risking warrantyLiterally every solution 've seen involves things Intel recommends against.Intel : help would appreciated .",Competition Sentiment
No title,No rating,"As per benchmarks, this CPU performs way better than AMD 7950x3D. Although, you will just get 3-4 frames higher while gaming in AMD 7950x3D CPU but what's the point? Intel is still leading in single core score! Power consumption is almost same. Intel is Apple and AMD is Android. End of story!",25 December 2023,"per benchmarks , CPU performs way better AMD 7950x3D . Although , get 3-4 frames higher gaming AMD 7950x3D CPU 's point ? Intel still leading single core score ! Power consumption almost . Intel Apple AMD Android . End story !",Competition Sentiment
No title,No rating,"This was bought for my son's custom build gaming  computer.Only a few weeks in, but I haven't heard any complaints from him.",16 December 2023,"bought son 's custom build gaming computer.Only weeks , n't heard complaints .",Positive
No title,No rating,Love this cpu super fast only complant is the imc of my chip sucks cant get over 7000mhz stable but thats fine i swapped my 7200mhz 32gb kit out for 64gb 6400mh z kit and tightend the timing great gaming cpu fast at all tasks ill probably stay with intel for now unless amds cpus get an equivalent transcode to intels integrated graphics,15 December 2023,Love cpu super fast complant imc chip sucks cant get 7000mhz stable thats fine swapped 7200mhz 32gb kit 64gb 6400mh z kit tightend timing great gaming cpu fast tasks ill probably stay intel unless amds cpus get equivalent transcode intels integrated graphics,Competition Sentiment
No title,No rating,Reliable speedy productivity/gaming CPU,15 December 2023,Reliable speedy productivity/gaming CPU,Neutral
No title,No rating,I9 13900K Tested on Asus Strix Z790-E Gamig + Windows 11 PRO and All Drivers and Firmware Upgraded to latest revision this product is unfortunately not tested because so many games no longer work with C processor me who am faithful to Intel Iam frankly disgusted by this product.Nobody seems without worrying out dear Intel I see lots of people with the same problem without any solution with the game problem and DirectX12 which crash constantly or simply crash at start -up. No solution has been present to the public the little consideration ofThis company amaze me. And do more than 30 years that I am faithful to Intel but you can already imagine what will be my next processor and it will certainly not be an intel I am really disgusted by the price pay and its ineffectiveness to play my gameswhich rolls 100% on a clone of this PC with i7 10700K.Asus Z490 Primenon This product is not recommended by my family and no longer the Gen12 testing by my son with the conflict are similar.,14 December 2023,I9 13900K Tested Asus Strix Z790-E Gamig + Windows 11 PRO Drivers Firmware Upgraded latest revision product unfortunately tested many games longer work C processor faithful Intel Iam frankly disgusted product.Nobody seems without worrying dear Intel see lots people problem without solution game problem DirectX12 crash constantly simply crash start -up . solution present public little consideration ofThis company amaze . 30 years faithful Intel already imagine next processor certainly intel really disgusted price pay ineffectiveness play gameswhich rolls 100 % clone PC i7 10700K.Asus Z490 Primenon product recommended family longer Gen12 testing son conflict similar .,Negative
No title,No rating,"So I am no tech guru or anything.  I cannot delve into the technical nuances of this cpu like some can.  What I can tell you is this.  The i9-13900k has significantly increased my productivity.  Being able to run multiple CPU heavy applications completely changed the way I work.  Yes I know this CPU runs notoriously hot, but it seems a good quality AIO tames it well.  I have the 13900k running on an Gigabyte Z790 Aorus Master X motherboard with 128 gigs of ram and I use the NZXT Kraken 360 Elite to cool it.  The Kraken Elite does manage the heat well and my systems idles at 28-29 degrees.  This CPU is way overkill for a gamer, but for someone like me that does a lot of 3D modeling and rendering, its great.  I do have the cpu slightly overclocked using the Intel Extreme Tuning Utility in automatic overclock.  I have not had any crashes and havent noticed any thermal throttling at all with this setup.",13 December 2023,"tech guru anything . delve technical nuances cpu like . tell . i9-13900k significantly increased productivity . able run multiple CPU heavy applications completely changed way work . Yes know CPU runs notoriously hot , seems good quality AIO tames well . 13900k running Gigabyte Z790 Aorus Master X motherboard 128 gigs ram use NZXT Kraken 360 Elite cool . Kraken Elite manage heat well systems idles 28-29 degrees . CPU way overkill gamer , someone like lot 3D modeling rendering , great . cpu slightly overclocked using Intel Extreme Tuning Utility automatic overclock . crashes havent noticed thermal throttling setup .",Positive
No title,No rating,The Intel 13th gen CPUs have been a big disappointment. I originally had a faulty 13900KS which intel replaced with a 13900K and they refunded the difference of the 13900KS because they had none in stock. That was a loss of my original savings and no compensation by Intel.Next system will be an AMD for sure.,9 December 2023,Intel 13th gen CPUs big disappointment . originally faulty 13900KS intel replaced 13900K refunded difference 13900KS none stock . loss original savings compensation Intel.Next system AMD sure .,Competition Sentiment
No title,No rating,"Ive switched out PSUs, MOBOs, SSD's. Ive even sent my 4080 on an RMA process with gigabyte trying to understand where all my problems are coming from and at the end of the day it's this CPU.Ive experienced nothing but an awful time with this thing. I regret buying it, I regret spending all the money on my new build when I should have just went with AMD. In a year or so I am going to try to sell off the 4080 and other parts and just chunk this piece of garbage into a landfill.___The computer is only stable in power saved mode in the power options. With most games that are intensive, as soon as the CPU is needed, stuff just starts crashing. You literally have to throttle this CPU down to have system stability. The windows battery saver mode if you look at the hidden registry files, it alters the CPU by throttling it down. Resulting in poor performance from what should be a high-end build and it's just sad.",2 December 2023,"Ive switched PSUs , MOBOs , SSD 's . Ive even sent 4080 RMA process gigabyte trying understand problems coming end day 's CPU.Ive experienced nothing awful time thing . regret buying , regret spending money new build went AMD . year going try sell 4080 parts chunk piece garbage landfill.___The computer stable power saved mode power options . games intensive , soon CPU needed , stuff starts crashing . literally throttle CPU system stability . windows battery saver mode look hidden registry files , alters CPU throttling . Resulting poor performance high-end build 's sad .",Competition Sentiment
No title,No rating,It is very agile and for its amount of nuclei very fast!,1 December 2023,agile amount nuclei fast !,Neutral
No title,No rating,Bought it for gaming. It does what I need.,30 November 2023,Bought gaming . need .,Neutral
No title,No rating,Excellent!!!!!,24 November 2023,Excellent ! ! ! ! !,Neutral
No title,No rating,"Nothing to say about this little monster.I highly recommend buying the 13 Series and not the 14, the last really pacifier too much current ... I went from the i9-14900k to 13900k for this thing",20 November 2023,"Nothing say little monster.I highly recommend buying 13 Series 14 , last really pacifier much current ... went i9-14900k 13900k thing",Positive
No title,No rating,"I really like this CPU and it has worked well for my needs. Many had the issue of overheating, throttling and even bending in some instances. I have not experienced any of this since I knew exactly what settings needed adjusted in the BIOS to keep this monster CPU running cool. It seems that motherboard manufacturers tend to turn these up way past their limits by default and that was what caused all the issues. All you need to to is look up the specs for your CPU and setup the BIOS of your motherboard accordingly.I am using the Aorus Waterforce X 280 with Artic MX-6 Thermal Paste just in case you are curious. This has also been installed on the GIGABYTE Z790 AORUS Elite AX motherboard.As long as you set this up correctly you will not have any issues and will get a great performing CPU.",14 November 2023,"really like CPU worked well needs . Many issue overheating , throttling even bending instances . experienced since knew exactly settings needed adjusted BIOS keep monster CPU running cool . seems motherboard manufacturers tend turn way past limits default caused issues . need look specs CPU setup BIOS motherboard accordingly.I using Aorus Waterforce X 280 Artic MX-6 Thermal Paste case curious . also installed GIGABYTE Z790 AORUS Elite AX motherboard.As long set correctly issues get great performing CPU .",Positive
